sku;stock;currency;price;title;manufacturer;msku;ean;egId;lwg1;availability;weight;width;depth;height;externalStock
103475;0;EUR;14.90;Switch       D-Link DGS-105                5*1GB RJ45 Layer2 retail;D-Link;DGS-105/E;790069368226;85176200;Switche;K;0.585;0.213;0.252;0.074;0
103477;140;EUR;19.40;Switch       D-Link DGS-108                8*1GB RJ45 Layer2 retail;D-Link;DGS-108;790069368240;85176200;Switche;B;0.743;0.210;0.250;0.063;0
103479;53;EUR;63.50;D-Link DCS-942L   WLAN-IPCAM  Indoor  VGA                 IR retail;D-Link;DCS-942L;790069367939;85258019;IP Cam;B;0.640;0.142;0.211;0.099;0
103482;19;EUR;82.60;D-Link DAP-2360   W-LAN  N AccessP. PoE        o.N.  300MBit retail;D-Link;DAP-2360;790069367571;85176200;Wireless AccessPoint;B;1.686;0.205;0.280;0.115;0
103493;1;EUR;990.76;Panasonic HDVC KX-VCA001X Boundary Microphone;Panasonic;KX-VCA001X;5025232579747;85258091;VideoConference;B;1.168;0.218;0.245;0.090;0
103494;0;EUR;99999.99;Panasonic HDVC KX-VCA002X Analogue Microphone (pallet zending);Panasonic;KX-VCA002X;;85258091;VideoConference;K;0.000;0.000;0.000;0.000;0
103549;1;EUR;20.26;Pc-houder met roln Fellowes graphit;Fellowes;9169201;43859529728;84733080;Zubehör;B;2.039;0.100;0.220;0.230;0
103554;20;EUR;307.71;Panasonic HDVC KX-VCS701W NAT Traversal Service 1 Jahr;Panasonic;KX-VCS701W;;84733090;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
103580;2;EUR;117.00;papierinvoer 500 Pag. HP 600/M601/M602/M603    CE998A;Hewlett & Packard INC.;CE998A;886111320066;84439990;Druckerzubehör;B;8.934;0.509;0.600;0.263;0
103581;12;EUR;2.38;afsluitplaatje  DIGITUS 1HE vuldop, zwart;Digitus Professional;DN-19 BPN-01-SW;4016032171713;73269098;"19"" Zubehör";B;0.342;0.055;0.498;0.025;0
103586;0;EUR;21.04;KÜHLER SCYTHE Katana 754/939/AM2/AM2+/AM3/FM1/940/775 retail;Scythe;SCKTN-4000;4571225049816;84145925;CPU-Kühler;K;0.677;0.134;0.190;0.117;0
103588;77;EUR;5.50;Bluetooth ultron UBA-140 V4.0  tot 100m Nano;Ultron;103588;4040895035882;84733020;Bluetooth;B;0.049;0.149;0.134;0.020;0
103606;20;EUR;813.43;Panasonic HDVC KX-VCS703W NAT Traversal Service 3 jaren;Panasonic;KX-VCS703W;;84733090;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
103608;0;EUR;61.06;Toner HP LJP400       black       CE410A;Hewlett & Packard INC.;CE410A;884962772348;84439990;Toner HP;K;0.849;0.116;0.383;0.127;0
103609;0;EUR;88.25;Toner HP LJP400       cyan        CE411A;Hewlett & Packard INC.;CE411A;884962772362;84439990;Toner HP;W;0.883;0.230;0.530;0.450;0
103612;1;EUR;88.68;Toner HP LJP400       yellow      CE412A;Hewlett & Packard INC.;CE412A;884962772379;84439990;Toner HP;B;0.857;0.116;0.407;0.127;0
103615;0;EUR;85.88;Toner HP LJP400       magenta     CE413A;Hewlett & Packard INC.;CE413A;884962772386;84439990;Toner HP;K;0.883;0.230;0.530;0.450;0
103654;0;EUR;99999.99;Server ZUB Super Micro MCP-220-83605-0N;Super Micro;MCP-220-83605-0N;672042104338;84733020;Server Zubehör;K;0.718;0.130;0.260;0.170;0
103657;1;EUR;0.78;USB Kabel Delock A -> B St/St 0.50m transparant;Delock;82057;4043619820573;85444290;Druckerkabel;B;0.018;0.088;0.159;0.018;0
103662;0;EUR;1.09;Stroomkabel Delock 2x SATA 15Pin -> Molex 4Pin 0.16m;Delock;60102;4043619601028;85444290;Stromkabel;W;0.001;0.073;0.102;0.015;0
103667;0;EUR;10.70;Displayport Kabel Delock DP -> DVI(24+1) St/St 2.00m zwart;Delock;82591;4043619825912;85444290;Displayport-Kabel;W;0.178;0.150;0.240;0.025;0
103668;4;EUR;1.46;USB Y-Kabel Delock A -> 2x A Bu/St 0.225m;Delock;65306;4043619653065;85444290;USB-Kabel;B;0.035;0.010;0.017;0.001;0
103675;0;EUR;6.80;Displayport Kabel Delock DP -> DP St/St 2.00m zwart 4K;Delock;82585;4043619825851;85444290;Displayport-Kabel;W;0.146;0.150;0.230;0.002;0
103677;0;EUR;133.38;Server ZUB Super Micro  PWS-920P-1R;Super Micro;PWS-920P-1R;672042062324;84735080;Netzteile PC;W;1.890;0.380;0.460;0.100;0
103678;1;EUR;1.98;"inbouwset Delock 3,5"" voor 2,5"" HDDs";Delock;18105;4043619181056;84733080;Gehäusezubehör;B;0.010;0.003;0.115;0.002;0
103680;0;EUR;7.10;Displayport Adapter Delock DP -> DVI(24+5) St/Bu wit;Delock;61765;4043619617654;85444290;Displayport-Adapter;W;0.010;0.155;0.160;0.030;0
103702;0;EUR;5.55;labelprinterkassette Brother  9mm wit/blauw     MK223BZ;Brother;MK223BZ;4977766624923;84439990;Verbrauchsmaterial;K;0.045;0.096;0.185;0.020;0
103703;0;EUR;99999.99;labelprinterkassette Brother 12mm wit/zwart   TC201A;Brother;TC201A;4977766051651;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103706;0;EUR;99999.99;labelprinterkassette Brother 24mm geel/zwart    TX651;Brother;TX651;4977766051132;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103708;1;EUR;8.23;labelprinterkassette Brother  9mm wit/rood   TZE222;Brother;TZE222;4977766685115;84439990;Verbrauchsmaterial;B;0.040;0.069;0.115;0.018;0
103710;0;EUR;99999.99;labelprinterkassette Brother 36mm wit/rood    TZE262;Brother;TZE262;4977766685573;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103711;0;EUR;99999.99;labelprinterkassette Brother 36mm wit/zwart   TZE365;Brother;TZE365;4977766698009;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103712;0;EUR;99999.99;labelprinterkassette Brother 24mm blauw/wit      TZE555;Brother;TZE555;4977766686563;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103713;0;EUR;99999.99;labelprinterkassette Brother 24mm zilver-metaalic/zwart;Brother;TZEM951;4977766692588;84439990;Verbrauchsmaterial;K;0.075;0.078;0.074;0.134;0
103715;0;EUR;13.26;labelprinterkassette Brother 24mm geel/zwart   TZES651;Brother;TZES651;4977766692700;84439990;Verbrauchsmaterial;K;0.080;0.070;0.100;0.030;0
103716;0;EUR;99999.99;labelprinterkassette Brother  9mm blauw/wit     TC595;Brother;TC595;4977766050883;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103717;1;EUR;14.25;labelprinterkassette Brother 24mm zwart/goud   TZE354;Brother;TZE354;4977766685825;84439990;Verbrauchsmaterial;B;0.075;0.048;0.120;0.073;0
103718;1;EUR;10.85;labelprinterkassette Brother 12mm rot/wit  TZE435;Brother;TZE435;4977766686297;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103719;0;EUR;10.05;labelprinterkassette Brother 12mm geel/zwart   TZEFX631;Brother;TZEFX631;4977766691772;84439990;Verbrauchsmaterial;K;0.041;0.076;0.149;0.020;0
103720;1;EUR;17.74;labelprinterkassette Brother 18mm wit/zwart   TZESE4;Brother;TZESE4;4977766692236;84439990;Verbrauchsmaterial;B;0.065;0.073;0.113;0.027;0
103721;0;EUR;99999.99;labelprinterkassette Brother 12mm signal oranje/zwart;Brother;TCB01;4977766050937;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103724;0;EUR;99999.99;labelprinterkassette Brother 18mm geel/zwart   TX641;Brother;TX641;4977766051484;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103725;1;EUR;9.07;labelprinterkassette Brother  6mm zwart/wit TZE315;Brother;TZE315;4977766685634;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103726;1;EUR;6.31;labelprinterkassette Brother  3,5mm wit/zwart   TZEN201;Brother;TZEN201;4977766692762;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103728;0;EUR;99999.99;labelprinterkassette Brother 24mm farblos/zwart  TZES151;Brother;TZES151;4977766692649;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103729;0;EUR;99999.99;labelprinterkassette Brother 12mm wit/blauw   TZEFA3;Brother;TZEFA3;4977766691710;84439990;Verbrauchsmaterial;K;0.034;0.076;0.155;0.022;0
103731;0;EUR;99999.99;labelprinterkassette Brother  9mm geel/zwart  MK621BZ;Brother;MK621BZ;4977766625135;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103732;0;EUR;99999.99;labelprinterkassette Brother  9mm rot/zwart  TC491;Brother;TC491;4977766050739;84439990;Verbrauchsmaterial;K;0.014;0.058;0.126;0.020;0
103733;0;EUR;99999.99;labelprinterkassette Brother 12mm signal geel/zwart;Brother;TCC01;4977766050944;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103734;1;EUR;15.13;labelprinterkassette Brother  9mm wit/zwart  TX221;Brother;TX221;4977766051392;84439990;Verbrauchsmaterial;B;0.120;0.098;0.122;0.028;0
103735;0;EUR;99999.99;labelprinterkassette Brother 24mm blauw/zwart  TX551;Brother;TX551;4977766051125;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103736;0;EUR;99999.99;labelprinterkassette Brother  9mm geel/zwart  TX621;Brother;TX621;4977766051606;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103737;0;EUR;99999.99;labelprinterkassette Brother 12mm geel/zwart   TX631;Brother;TX631;4977766051293;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103738;1;EUR;8.23;labelprinterkassette Brother  9mm wit/blauw    TZE223;Brother;TZE223;4977766685146;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103739;1;EUR;16.87;labelprinterkassette Brother 36mm wit/zwart TZEFX261;Brother;TZEFX261;4977766692847;84439990;Verbrauchsmaterial;B;0.080;0.070;0.150;0.040;0
103740;4;EUR;7.71;labelprinterkassette Brother 12mm wit/zwart  TZEN231;Brother;TZEN231;4977766691833;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103741;2;EUR;8.46;labelprinterkassette Brother  6mm wit/zwart  TZES211;Brother;TZES211;4977766693028;84439990;Verbrauchsmaterial;B;0.031;0.073;0.143;0.023;0
103742;0;EUR;99999.99;labelprinterkassette Brother  9mm blauw/zwart TC591;Brother;TC591;4977766050746;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103743;0;EUR;99999.99;labelprinterkassette Brother 12mm groen/zwart   TC701;Brother;TC701;4977766050623;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103744;1;EUR;12.54;labelprinterkassette Brother 18mm zwart/wit   TZE345;Brother;TZE345;4977766685795;84439990;Verbrauchsmaterial;B;0.056;0.073;0.148;0.030;0
103745;0;EUR;99999.99;labelprinterkassette Brother 24mm zwart/wit   TZE355;Brother;TZE355;4977766685856;84439990;Verbrauchsmaterial;K;0.074;0.066;0.074;0.137;0
103746;1;EUR;9.87;labelprinterkassette Brother 12mm signal geel/zwart;Brother;TZEC31;4977766691659;84439990;Verbrauchsmaterial;B;0.040;0.069;0.115;0.018;0
103747;1;EUR;13.26;labelprinterkassette Brother 24mm wit/zwart    TZEFX251;Brother;TZEFX251;4977766692526;84439990;Verbrauchsmaterial;B;0.072;0.162;0.072;0.033;0
103748;0;EUR;99999.99;labelprinterkassette Brother  9mm groen/zwart  TC791;Brother;TC791;4977766050760;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103749;1;EUR;15.11;labelprinterkassette Brother 36mm farblos/zwart  TZE161;Brother;TZE161;4977766685023;84439990;Verbrauchsmaterial;B;0.073;0.081;0.142;0.046;0
103750;1;EUR;10.85;labelprinterkassette Brother 18mm wit/blauw   TZE243;Brother;TZE243;4977766685382;84439990;Verbrauchsmaterial;B;0.060;0.069;0.150;0.030;0
103751;0;EUR;99999.99;labelprinterkassette Brother  9mm wit/rood  MK222BZ;Brother;MK222BZ;4977766624893;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103752;0;EUR;99999.99;labelprinterkassette Brother 24mm wit/rood    TZE252;Brother;TZE252;4977766685467;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103753;2;EUR;10.48;labelprinterkassette Brother 18mm groen/zwart  TZE741;Brother;TZE741;4977766691970;84439990;Verbrauchsmaterial;B;0.058;0.081;0.160;0.028;0
103755;0;EUR;99999.99;labelprinterkassette Brother 24mm signal geel/zwart;Brother;TZEC51;4977766692496;84439990;Verbrauchsmaterial;K;0.060;0.154;0.068;0.032;0
103756;1;EUR;8.46;labelprinterkassette Brother  6mm geel/zwart  TZEFX611;Brother;TZEFX611;4977766692991;84439990;Verbrauchsmaterial;B;0.012;0.073;0.149;0.023;0
103761;0;EUR;99999.99;labelprinterkassette Brother 24mm farblos/zwart  TX151;Brother;TX151;4977766051033;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103762;1;EUR;10.05;labelprinterkassette Brother 12mm wit/zwart   TZEFX231;Brother;TZEFX231;4977766691741;84439990;Verbrauchsmaterial;B;0.060;0.069;0.115;0.018;0
103763;0;EUR;99999.99;labelprinterkassette Brother 12mm zwart/goud  TC301;Brother;TC301;4977766050555;84439990;Verbrauchsmaterial;K;0.048;0.063;0.107;0.022;0
103764;0;EUR;99999.99;labelprinterkassette Brother 12mm wit/rood  TC202;Brother;TC202;4977766050531;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103765;0;EUR;99999.99;labelprinterkassette Brother 18mm wit/rood   TZE242;Brother;TZE242;4977766685351;84439990;Verbrauchsmaterial;K;0.059;0.152;0.073;0.030;0
103766;0;EUR;99999.99;"TFT SDC  17.8cm ( 7"")   SDC T7     Touchscreen einbaugeschikt";SDC;SDC-T7;4260179060106;85285210;TFT-Monitore;K;1.447;0.220;0.320;0.090;0
103767;0;EUR;99999.99;"TFT SDC  20.3cm ( 8"")   SDC T8     Touchscreen einbaugeschikt";SDC;SDC-T8;4260179060113;85285210;TFT-Monitore;K;1.700;0.220;0.320;0.090;0
103769;2;EUR;147.95;"TFT SDC  25.4cm (10"")   SDC T10    Touchscreen einbaugeschikt";SDC;SDC-T10;4260179060120;85285210;TFT-Monitore;B;2.375;0.105;0.350;0.320;0
103770;0;EUR;155.67;"TFT SDC  30.5cm (12"")   SDC T12    Touchscreen einbaugeschikt";SDC;SDC-T12;4260179060137;85285210;TFT-Monitore;K;2.758;0.327;0.356;0.112;0
103772;2;EUR;176.15;"TFT SDC  38.1cm (15"")   SDC T15    Touchscreen 1024x768";SDC;SDC-T15;4260179060090;85285210;TFT-Monitore;B;3.714;0.135;0.400;0.420;0
103773;5;EUR;211.15;"TFT SDC  43.2cm (17"")   SDC T17    Touchscreen einbaugeschikt";SDC;SDC-T17;4260179060076;85285210;TFT-Monitore;B;4.872;0.145;0.430;0.450;0
103774;0;EUR;99999.99;labelprinterkassette Brother 18mm blauw/zwart  TZE541;Brother;TZE541;4977766686501;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103775;1;EUR;13.26;labelprinterkassette Brother 24mm wit/zwart  TZES251;Brother;TZES251;4977766692670;84439990;Verbrauchsmaterial;B;0.070;0.167;0.070;0.033;0
103776;0;EUR;99999.99;labelprinterkassette Brother  9mm wit/blauw  TC293;Brother;TC293;4977766050814;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103777;0;EUR;238.40;"TFT SDC  48.3cm (19"")   SDC T19W   Touchscreen einbaugeschikt";SDC;SDC-T19W;4260179060045;85285210;TFT-Monitore;K;5.500;0.145;0.505;0.430;0
103778;2;EUR;8.23;labelprinterkassette Brother  9mm groen/zwart  TZE721;Brother;TZE721;4977766693059;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103780;0;EUR;3.53;labelprinterkassette Brother  9mm wit/zwart  MK221SBZ;Brother;MK221SBZ;4977766624862;84439990;Verbrauchsmaterial;K;0.025;0.082;0.094;0.018;0
103782;10;EUR;24.04;Touchscreen voet SDC VESA Standard;SDC;SF-D01;4260179060229;85285910;Zubehör;B;1.265;0.218;0.230;0.063;0
103783;4;EUR;86.18;"TFT SDC  17.8cm ( 7"")   VGA  7     VGA-Monitor einbaugeschikt";SDC;SDC-V7;4260179060373;85285210;TFT-Monitore;B;1.236;0.210;0.300;0.090;0
103784;0;EUR;92.80;"TFT SDC  20.3cm ( 8"")   VGA  8     VGA-Monitor einbaugeschikt";SDC;SDC-V8;4260179060380;85285210;TFT-Monitore;K;1.387;0.231;0.323;0.091;0
103785;1;EUR;128.09;"TFT SDC  25.4cm (10"")   VGA 10     VGA-Monitor einbaugeschikt";SDC;SDC-V10;4260179060397;85285210;TFT-Monitore;B;2.099;0.327;0.359;0.112;0
103786;2;EUR;141.15;"TFT SDC  30.5cm (12"")   VGA 12     VGA-Monitor einbaugeschikt";SDC;SDC-V12;4260179060403;85285210;TFT-Monitore;B;2.399;0.110;0.350;0.320;0
103787;0;EUR;99999.99;labelprinterkassette Brother 24mm groen/zwart  TZE751;Brother;TZE751;4977766692434;84439990;Verbrauchsmaterial;K;0.072;0.070;0.150;0.030;0
103788;0;EUR;9.87;labelprinterkassette Brother 12mm signal oranje/zwart;Brother;TZEB31;4977766691628;84439990;Verbrauchsmaterial;K;0.040;0.073;0.151;0.020;0
103789;1;EUR;10.85;labelprinterkassette Brother 12mm blauw/wit  TZE535;Brother;TZE535;4977766686471;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103790;1;EUR;9.00;labelprinterkassette Brother  9mm geel/zwart  TC691;Brother;TC691;4977766050753;84439990;Verbrauchsmaterial;B;0.045;0.055;0.086;0.018;0
103794;0;EUR;99999.99;labelprinterkassette Brother 18mm geel/zwart  TZEFX641;Brother;TZEFX641;4977766692083;84439990;Verbrauchsmaterial;K;0.037;0.073;0.136;0.028;0
103795;8;EUR;10.82;USB-Stick 16GB Platinum 2.0 Slender Stick zilver;Platinum;177546;4027927775466;85235110;USB-Speicher;B;0.013;0.140;0.095;0.005;0
103796;3;EUR;9.24;labelprinterkassette Brother  9mm wit/zwart  TZES221;Brother;TZES221;4977766693325;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103797;0;EUR;99999.99;labelprinterkassette Brother  9mm zwart/wit  TC395;Brother;TC395;4977766050722;84439990;Verbrauchsmaterial;K;0.059;0.060;0.116;0.020;0
103799;1;EUR;80.80;"Newstar WAH 32""-60"" 1TFT 2gewrichten zwart Max.30kg LED-W500";Newstar;LED-W500;8717371443733;84733080;Wandhalterung;B;5.980;0.370;0.580;0.067;0
103800;1;EUR;116.70;"Newstar WAH 32""-75"" 1TFT 2gewrichten zwart Max.50kg LED-W550";Newstar;LED-W550;8717371443740;84733080;Wandhalterung;B;8.240;0.463;0.570;0.065;0
103801;1;EUR;8.23;labelprinterkassette Brother  9mm blauw/zwart  TZE521;Brother;TZE521;4977766686419;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103802;0;EUR;99999.99;labelprinterkassette Brother  9mm farblos mat/zwart;Brother;TCM91;4977766050678;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103803;0;EUR;99999.99;labelprinterkassette Brother 18mm wit/zwart  TX241;Brother;TX241;4977766051422;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103805;2;EUR;10.05;labelprinterkassette Brother 12mm wit/zwart  TZES231;Brother;TZES231;4977766695596;84439990;Verbrauchsmaterial;B;0.039;0.154;0.070;0.020;0
103806;1;EUR;10.85;labelprinterkassette Brother 18mm rot/zwart  TZE441;Brother;TZE441;4977766686327;84439990;Verbrauchsmaterial;B;0.072;0.083;0.151;0.028;0
103807;1;EUR;9.92;labelprinterkassette Brother  9mm wit/zwart  TZE325;Brother;TZE325;4977766685665;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103827;0;EUR;99999.99;Panasonic IP Boxcamera outdoor WV-SW175;Panasonic;WV-SW175;5025232656677;85258091;Videoüberwachung;K;1.027;0.165;0.267;0.152;0
103830;0;EUR;99999.99;labelprinterkassette Brother 12mm rot/zwart   TC401;Brother;TC401;4977766050593;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103831;1;EUR;12.18;labelprinterkassette Brother 24mm blauw/zwart   TZE551;Brother;TZE551;4977766686532;84439990;Verbrauchsmaterial;B;0.041;0.081;0.113;0.033;0
103832;1;EUR;11.68;labelprinterkassette Brother 18mm wit/zwart  TZES241;Brother;TZES241;4977766692175;84439990;Verbrauchsmaterial;B;0.037;0.073;0.144;0.028;0
103836;1;EUR;12.54;labelprinterkassette Brother 24mm wit/blauw   TZE253;Brother;TZE253;4977766685498;84439990;Verbrauchsmaterial;B;0.074;0.073;0.147;0.032;0
103837;1;EUR;11.72;labelprinterkassette Brother 24mm farblos/zwart  TZE151;Brother;TZE151;4977766684996;84439990;Verbrauchsmaterial;B;0.080;0.069;0.115;0.030;0
103838;20;EUR;141.63;OV-NL Core CAL Lic/SA 1YR Enterprise User CAL;Microsoft;W06-00854;;85234920;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
103839;1;EUR;17.76;labelprinterkassette Brother 12mm wit/zwart  TX231;Brother;TX231;4977766051224;84439990;Verbrauchsmaterial;B;0.120;0.100;0.145;0.028;0
103841;1;EUR;7.36;labelprinterkassette Brother  6mm geel/zwart  TZE611;Brother;TZE611;4977766686624;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103844;4;EUR;8.23;labelprinterkassette Brother  9mm rot/zwart  TZE421;Brother;TZE421;4977766685887;84439990;Verbrauchsmaterial;B;0.023;0.154;0.071;0.023;0
103845;0;EUR;99999.99;labelprinterkassette Brother 24mm wit/zwart  TX251;Brother;TX251;4977766051064;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103849;0;EUR;99999.99;Server Riser-Card Super Micro  RSC-R2UXE-X2E8;Super Micro;RSC-R2UXE-X2E8;;84735080;Server Zubehör;K;1.000;0.100;0.200;0.400;0
103850;0;EUR;99999.99;labelprinterkassette Brother 12mm farblos/zwart  TX131;Brother;TX131;4977766051194;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103851;0;EUR;6.50;labelprinterkassette Brother  6mm farblos/zwart  TZE111;Brother;TZE111;4977766684750;84439990;Verbrauchsmaterial;K;0.045;0.069;0.115;0.018;0
103852;1;EUR;6.14;labelprinterkassette Brother 12mm wit/zwart   MK231BZ;Brother;MK231BZ;4977766624954;84439990;Verbrauchsmaterial;B;0.028;0.086;0.175;0.020;0
103854;1;EUR;10.85;labelprinterkassette Brother 12mm zwart/wit   TZE335;Brother;TZE335;4977766685733;84439990;Verbrauchsmaterial;B;0.034;0.073;0.118;0.023;0
103858;1;EUR;9.05;labelprinterkassette Brother 12mm farblos/zwart  TC101;Brother;TC101;4977766050487;84439990;Verbrauchsmaterial;B;0.042;0.055;0.102;0.020;0
103860;0;EUR;99999.99;labelprinterkassette Brother 12mm wit/rood  TZE232;Brother;TZE232;4977766685245;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103861;12;EUR;11.82;Kensington muis Pro Fit Retractable Mobile Mouse;Kensington;K72339EU;85896723394;84716070;Mäuse;B;0.169;0.025;0.140;0.180;0
103863;1;EUR;10.85;labelprinterkassette Brother 18mm geel/zwart  TZE641;Brother;TZE641;4977766686716;84439990;Verbrauchsmaterial;B;0.060;0.076;0.152;0.030;0
103865;0;EUR;99999.99;labelprinterkassette Brother 12mm blauw/zwart  TC501;Brother;TC501;4977766050609;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103867;1;EUR;9.07;labelprinterkassette Brother 12mm groen/zwart  TZE731;Brother;TZE731;4977766691352;84439990;Verbrauchsmaterial;B;0.044;0.073;0.174;0.020;0
103868;0;EUR;99999.99;labelprinterkassette Brother 12mm geel/zwart  TC601;Brother;TC601;4977766050616;84439990;Verbrauchsmaterial;K;0.000;0.000;0.000;0.000;0
103870;0;EUR;8.23;labelprinterkassette Brother  9mm geel/zwart  TZE621;Brother;TZE621;4977766686655;84439990;Verbrauchsmaterial;K;0.045;0.069;0.115;0.018;0
103871;1;EUR;9.41;labelprinterkassette Brother  9mm wit/zwart  TC291;Brother;TC291;4977766050708;84439990;Verbrauchsmaterial;B;0.045;0.055;0.086;0.018;0
103874;6;EUR;9.07;labelprinterkassette Brother 12mm rot/zwart  TZE431;Brother;TZE431;4977766686242;84439990;Verbrauchsmaterial;B;0.045;0.076;0.142;0.025;0
103876;1;EUR;7.36;labelprinterkassette Brother  9mm farblos/zwart  TZE121;Brother;TZE121;4977766684781;84439990;Verbrauchsmaterial;B;0.040;0.069;0.115;0.018;0
103877;1;EUR;9.90;labelprinterkassette Brother 12mm wit/zwart   TC201;Brother;TC201;4977766050524;84439990;Verbrauchsmaterial;B;0.047;0.058;0.098;0.020;0
103878;1;EUR;12.54;labelprinterkassette Brother 24mm wit/zwart    TZE251;Brother;TZE251;4977766685412;84439990;Verbrauchsmaterial;B;0.075;0.081;0.150;0.035;0
103879;1;EUR;8.23;labelprinterkassette Brother  9mm wit/zwart  TZE221;Brother;TZE221;4977766685085;84439990;Verbrauchsmaterial;B;0.045;0.069;0.115;0.018;0
103892;61;EUR;0.91;Intellinet Patchkabel RJ45 F/UTP Cat5e 3.0m Hebelschutz grijs;Intellinet;329910;766623329910;85444210;Cat5 Kabel;B;0.046;0.110;0.120;0.001;0
103900;50;EUR;4.82;Manhattan DisplayPort Kabel St/St  2.0m afgeschermd   zwart;Manhattan;307116;766623307116;85444290;Displayport-Kabel;B;0.155;0.078;0.162;0.039;0
103901;243;EUR;2.20;Manhattan HDMI-Kabel Ethernet A -> A St/St  2.00m ARC 28 AWG;Manhattan;323215;7666233232156;85444290;HDMI-Kabel;B;0.104;0.124;0.152;0.033;0
103902;35;EUR;2.66;Manhattan HDMI-Kabel Ethernet A -> A St/St  3.00m ARC 28 AWG;Manhattan;323222;766623323222;85444290;HDMI-Kabel;B;0.199;0.230;0.100;0.030;0
103903;33;EUR;9.15;Manhattan HDMI-Kabel Ethernet A -> A St/St 10.00m ARC 28 AWG;Manhattan;323246;766623323246;85444290;HDMI-Kabel;B;0.531;0.144;0.227;0.066;0
103904;64;EUR;1.12;Manhattan USB Kabel A -> B St/St  1.80m zwart;Manhattan;333368;766623333368;85444290;USB-Kabel;B;0.054;0.119;0.230;0.028;0
103906;300;EUR;1.12;Manhattan USB Kabel A -> A St/Bu  1.80m zwart Verl.;Manhattan;338653;766623338653;85444290;USB-Kabel;B;0.052;0.012;0.122;0.217;0
103907;40;EUR;1.54;Manhattan Stroomkabel Euro 8             1.8m        zwart;Manhattan;339100;7666233391006;85444290;Stromkabel;B;0.074;0.056;0.161;0.017;0
103918;0;EUR;99999.99;Carrier Raidon SATA GT1650/GT1660/GR3630/GR5630/3650;Raidon;12135;4711132863703;84733080;Festplattenzubehör;K;0.202;0.121;0.197;0.037;0
103920;0;EUR;9.90;Transporttasche Raidon voor 8,9cm HDD-/träger (b);Raidon;BAG FOR CARRIER GR36;4711132862201;84733080;Festplattenzubehör;K;0.160;0.140;0.230;0.041;0
103939;0;EUR;99999.99;Dialogic Diva UM-BRI-2 ISDN kaart PCIe x1  LP;Dialogic;306-382;802180029488;0;ISDN-Produkte;K;0.560;0.180;0.240;0.085;0
